code collectivite,LIBGEO,dsu,dsr,dnp,solde_fpic,fsrif,perequations,recette_avantp,MONTANT,avantp_hab,apresp_hab
01001,L'Abergement-Clémenciat,0,18911,20350,0,0,39261,438377.83,477638.83,558.4430955414012,608.4571082802548
01002,L'Abergement-de-Varey,0,8647,0,-2666,0,5981,185821.58,191802.58,771.0439004149378,795.8613278008298
01004,Ambérieu-en-Bugey,315790,0,0,-212447,0,103343,14740888.64,14844231.64,1012.6323170983032,1019.7315133612695
01005,Ambérieux-en-Dombes,0,27574,9954,0,0,37528,1043341.56,1080869.56,629.2771773220749,651.9116767189386
01006,Ambléon,0,2720,950,0,0,3670,113908.73,117578.73,990.5106956521739,1022.4237391304348
01007,Ambronay,0,41480,0,-33185,0,8295,1958958.77,1967253.77,731.5006609410008,734.5981217326363
01008,Ambutrix,0,7767,0,-9086,0,-1319,407869.34,406550.34,533.8603926701571,532.1339528795812
01009,Andert-et-Condon,0,5901,0,0,0,5901,172250.36,178151.36,496.3987319884726,513.4044956772334
01010,Anglefort,0,39679,0,0,0,39679,1499050.85,1538729.85,1292.2852155172416,1326.49125
01011,Apremont,0,12627,0,0,0,12627,377735.45,390362.45,932.6801234567902,963.857901234568
01012,Aranc,0,20366,0,-3512,0,16854,320665.79,337519.79,965.860813253012,1016.6258734939759
01013,Arandas,0,7950,5468,-963,0,12455,253049.40000000002,265504.4,1562.0333333333335,1638.9160493827162
01014,Arbent,0,29796,0,0,0,29796,4945489.5,4975285.5,1399.7988961222757,1408.2325219360316
01015,Arboys en Bugey,0,20284,0,0,0,20284,396768.93,417052.93,610.4137384615384,641.6198923076923
01016,Arbigny,0,13330,7591,0,0,20921,328254.07,349175.07,735.9956726457399,782.9037443946188
01017,Argis,0,38474,17758,-2165,0,54067,397131.89,451198.89,904.628451025057,1027.7879043280182
01019,Armix,0,0,0,0,0,0,114427.19,114427.19,4975.095217391305,4975.095217391305
01021,Ars-sur-Formans,0,18805,9174,0,0,27979,771451.59,799430.59,551.03685,571.02185
01022,Artemare,0,55270,0,0,0,55270,1012874.02,1068144.02,834.3278583196046,879.8550411861614
01023,Asnières-sur-Saône,0,2505,0,0,0,2505,122659.66,125164.66,1777.676231884058,1813.9805797101449
01024,Attignat,0,168247,1475,0,0,169722,2063216.7999999998,2232938.8,600.6453566229985,650.0549636098981
01025,Bâgé-Dommartin,0,170462,0,0,0,170462,1502131.1,1672593.1,461.2008289837274,513.5379490328523
01026,Bâgé-le-Châtel,0,42836,0,0,0,42836,514652.6,557488.6,550.4305882352941,596.2444919786096
01027,Balan,0,18436,0,0,0,18436,1377232.85,1395668.85,446.8633517196626,452.8451817001947
01028,Baneins,0,13521,0,0,0,13521,369277.79,382798.79,621.6797811447811,644.4424074074074
01029,Beaupont,0,16765,2519,0,0,19284,387513.82,406797.82,567.3701610541727,595.6044216691068
01030,Beauregard,0,10478,3774,0,0,14252,504323.26,518575.26,554.2013846153847,569.862923076923
01031,Bellignat,0,31803,0,0,0,31803,4107811.06,4139614.06,1063.6486431900569,1071.8834955981356
01032,Béligneux,0,40562,0,0,0,40562,1554108.58,1594670.58,459.25194444444446,471.2383510638298
01033,Valserhône,573568,0,35586,0,0,609154,17697068.58,18306222.58,1468.392680053103,1518.9364902090938
01034,Belley,0,286634,0,0,0,286634,10082981.11,10369615.11,1077.9325539875988,1108.575487491982
01035,Belleydoux,0,12907,0,0,0,12907,264294,277201,800.8909090909091,840.0030303030303
01036,Valromey-sur-Séran,0,27136,0,0,0,27136,332183.45,359319.45,594.245885509839,642.7897137745975
01037,Bénonces,0,22784,8062,-1380,0,29466,388706.68,418172.68,1359.1142657342657,1462.1422377622378
01038,Bény,0,21095,4200,0,0,25295,506056.79000000004,531351.79,675.6432443257678,709.4149399198932
01039,Béon,0,7442,0,0,0,7442,374519.18,381961.18,778.6261538461538,794.0980873180873
01040,Béréziat,0,10205,1184,0,0,11389,232495.83,243884.83,481.3578260869565,504.93753623188405
01041,Bettant,0,8385,0,-8605,0,-220,441626.31,441406.31,579.5620866141733,579.2733727034121
01042,Bey,0,5928,0,0,0,5928,169870.93,175798.93,608.8563799283154,630.1036917562724
01043,Beynost,0,40655,0,0,0,40655,5122153.9,5162808.9,1100.3552953813105,1109.0889151450056
01044,Billiat,0,10454,0,0,0,10454,739015.83,749469.83,1221.5137685950413,1238.7931074380165
01045,Birieux,0,9992,0,0,0,9992,243096.21,253088.21,824.0549491525423,857.9261355932204
01046,Biziat,0,46781,21916,0,0,68697,443855.74,512552.74,532.8400240096038,615.3094117647058
01047,Blyes,0,0,0,-23222,0,-23222,1021050.21,997828.21,1023.0964028056112,999.8278657314629
01049,La Boisse,0,27218,0,0,0,27218,1959365.86,1986583.86,655.7449330655958,664.8540361445783
01050,Boissey,0,9992,9718,0,0,19710,229751.13,249461.13,696.2155454545455,755.9428181818182
01051,Bolozon,0,0,0,0,0,0,196277.07,196277.07,2133.4464130434785,2133.4464130434785
01052,Bouligneux,0,10419,0,0,0,10419,225055.35,235474.35,742.7569306930693,777.1430693069307
01053,Bourg-en-Bresse,1894682,0,181355,0,0,2076037,58582301.22,60658338.22,1364.3780706616672,1412.7288403940656
01054,Bourg-Saint-Christophe,0,22416,0,-13365,0,9051,736828.6,745879.6,557.3590015128593,564.2054462934947
01056,Boyeux-Saint-Jérôme,0,11556,3676,0,0,15232,222171,237403,580.0809399477807,619.8511749347258
01057,Boz,0,11035,6397,0,0,17432,283717.9,301149.9,543.5208812260537,576.9155172413793
01058,Brégnier-Cordon,0,14416,0,8876,0,23292,998607.77,1021899.77,1129.646798642534,1155.9952149321268
01059,NA,0,6113,3139,0,0,9252,244393.85,253645.85,2519.524226804124,2614.9056701030927
01060,Brénod,0,36592,0,0,0,36592,419078.37,455670.37,744.3665541740675,809.3612255772647
01061,Brens,0,14672,0,0,0,14672,812927.93,827599.93,669.6276194398682,681.7132866556838
01062,Bressolles,0,10513,0,0,0,10513,569749.11,580262.11,664.8180980163361,677.0853092182031
01063,Brion,0,0,0,0,0,0,850406.23,850406.23,1632.2576391554703,1632.2576391554703
01064,Briord,0,26050,0,-17042,0,9008,1172642.64,1181650.64,1188.0877811550151,1197.2144275582573
01065,Buellas,0,24171,0,0,0,24171,1158626.97,1182797.97,642.2544179600886,655.6529767184036
01066,La Burbanche,0,8635,0,0,0,8635,127374.97,136009.97,1794.013661971831,1915.63338028169
01067,Ceignes,0,9223,0,0,0,9223,231138.45,240361.45,843.5709854014599,877.2315693430658
01068,Cerdon,0,19963,10579,0,0,30542,414896.94,445438.94,534.6610051546392,574.0192525773195
01069,Certines,0,22574,0,0,0,22574,963214.94,985788.94,637.0469179894179,651.9768121693121
01071,Cessy,0,59169,0,0,0,59169,4183657.2699999996,4242826.27,843.4792883064515,855.4085221774193
01072,Ceyzériat,0,125630,0,0,0,125630,1916464.68,2042094.68,607.8226070409133,647.6671994925467
01073,Ceyzérieu,0,59901,0,0,0,59901,701059.39,760960.39,672.1566538830298,729.5881016299137
01074,Chalamont,0,149499,32994,0,0,182493,1673620.51,1856113.51,685.3482841932841,760.0792424242425
01075,Chaleins,0,23350,0,0,0,23350,983019.35,1006369.35,776.4765797788309,794.9204976303317
01076,Chaley,0,4354,4694,-1067,0,7981,231589.64,239570.64,1503.8288311688314,1555.6535064935065
01077,Challes-la-Montagne,0,8405,0,0,0,8405,160237.4,168642.4,856.8844919786096,901.8310160427807
01078,Challex,0,15412,0,0,0,15412,1409638.91,1425050.91,1011.9446590093323,1023.0085498923187
01079,Champagne-en-Valromey,0,96550,19454,0,0,116004,754241.44,870245.44,890.485761511216,1027.4444391971665
01080,Champdor-Corcelles,0,61497,4985,-4529,0,61953,790114.41,852067.41,1148.4221075581395,1238.4700726744186
01081,Champfromier,0,23024,0,0,0,23024,1087342.58,1110366.58,1459.5202416107384,1490.4249395973156
01082,Chanay,0,23667,3366,0,0,27033,543726.74,570759.74,828.851737804878,870.0605792682927
01083,Chaneins,0,21495,0,0,0,21495,1149048.12,1170543.12,1308.7108428246015,1333.1926195899773
01084,Chanoz-Châtenay,0,45861,22231,0,0,68092,350073.24,418165.24,439.7905025125628,525.333216080402
01085,La Chapelle-du-Châtelard,0,8232,0,0,0,8232,247082.98,255314.98,641.7739740259741,663.1557922077923
01087,Charix,0,13536,0,0,0,13536,328536.77,342072.77,1136.8054325259516,1183.6428027681661
01088,Charnoz-sur-Ain,0,10970,0,0,0,10970,556690.55,567660.55,580.4906673618353,591.9296663190825
01089,Château-Gaillard,0,25967,0,-24527,0,1440,1606211.89,1607651.89,780.8516723383568,781.5517209528439
01090,Châtenay,0,9271,0,0,0,9271,324156.09,333427.09,953.4002647058825,980.667911764706
01091,NA,0,54268,0,0,0,54268,3448751.41,3503019.41,1020.6426191180823,1036.7029920094703
01092,Châtillon-la-Palud,0,158740,67685,0,0,226425,951953.2,1178378.2,579.0469586374695,716.7750608272506
01093,Châtillon-sur-Chalaronne,0,136938,0,0,0,136938,8224717.06,8361655.06,1592.7027614252518,1619.220577072037
01094,Chavannes-sur-Reyssouze,0,23032,14213,0,0,37245,344616.75,381861.75,453.44309210526313,502.4496710526316
01095,Nivigne et Suran,0,23650,0,0,0,23650,613753.92,637403.92,758.6575030902349,787.8911248454883
01096,Chaveyriat,0,47638,20806,0,0,68444,567821.59,636265.59,557.2341413150147,624.401952894995
01097,NA,0,6876,4710,0,0,11586,172693.2,184279.2,760.7629955947137,811.8026431718063
01098,Chazey-Bons,0,14910,1029,0,0,15939,873812.03,889751.03,849.1856462585034,864.6754421768708
01099,Chazey-sur-Ain,0,24076,0,-16141,0,7935,700562.78,708497.78,447.9301662404092,453.0036956521739
01100,Cheignieu-la-Balme,0,5926,1261,0,0,7187,115934.31,123121.31,799.5469655172413,849.1124827586207
01101,Chevillard,0,7394,0,0,0,7394,165622.34,173016.34,991.7505389221557,1036.025988023952
01101,Chevillard,0,7394,0,0,0,7394,165622.34,173016.34,991.7505389221557,1036.025988023952
01102,Chevroux,0,24332,15102,0,0,39434,489784.32999999996,529218.33,504.4122863027806,545.024026776519
01103,Chevry,0,17247,0,0,0,17247,1963859.28,1981106.28,1299.7083256121773,1311.1226207809398
01104,Chézery-Forens,0,21305,9390,99104.69,0,129799.69,609833.3899999999,739633.08,1292.0198940677965,1567.0192372881354
01105,Civrieux,0,31276,0,123411,0,154687,790059.57,944746.57,505.4763723608445,604.4443825975687
01106,Cize,0,2965,0,0,0,2965,181296.66,184261.66,1007.2036666666667,1023.675888888889
01107,Cleyzieu,0,7936,4355,-901,0,11390,259868.13,271258.13,1830.0572535211268,1910.2685211267606
01108,Coligny,0,94396,36958,0,0,131354,1206267.92,1337621.92,988.7441967213114,1096.4114098360656
01109,Collonges,0,108563,0,146273.68,0,254836.68,1662588.1,1917424.78,752.3023076923077,867.6130226244344
01110,Colomieu,0,4270,0,0,0,4270,137151.42,141421.42,1046.9574045801528,1079.552824427481
01111,Conand,0,8968,3528,-978,0,11518,213523.17,225041.17,1779.35975,1875.3430833333334
01112,Condamine,0,8220,0,0,0,8220,292000.63,300220.63,643.1731938325992,661.2789207048459
01113,Condeissiat,0,21393,9265,0,0,30658,521069.25,551727.25,620.3205357142857,656.8181547619048
01114,Confort,0,11711,0,0,0,11711,506832.62,518543.62,870.8464261168385,890.9684192439862
01115,Confrançon,0,25924,1190,0,0,27114,664687.19,691801.19,490.5440516605166,510.5543837638376
01116,Contrevoz,0,16904,0,426882,0,443786,-129267.25,314518.75,-247.164913957935,601.3742829827916
01117,Conzieu,0,5384,0,416252,0,421636,-288223.91000000003,133412.09,-1859.5090967741937,860.7231612903225
01118,Corbonod,0,92103,0,0,0,92103,1206715.31,1298818.31,953.1716508688784,1025.9228357030015
01121,Corlier,0,6698,1765,-336,0,8127,121577.17,129704.17,1057.1927826086956,1127.862347826087
01122,NA,0,62626,0,-5507,0,57119,597696.66,654815.66,689.3848442906575,755.26604382929645
01122,NA,0,62626,0,159392,0,222018,432797.66000000003,654815.66,499.1899192618224,755.26604382929645
01123,Cormoranche-sur-Saône,0,17697,2116,0,0,19813,547662.27,567475.27,489.8589177101968,507.5807423971378
01124,Cormoz,0,21261,20167,0,0,41428,420839.82,462267.82,621.6245494830133,682.8180502215657
01125,Corveissiat,0,14183,0,0,0,14183,531813.3,545996.3,845.4901430842608,868.0386327503975
01127,Courmangoux,0,12795,5993,0,0,18788,311284.67,330072.67,603.2648643410853,639.6757170542635
01128,Courtes,0,8598,0,0,0,8598,211600.4,220198.4,722.1856655290102,751.5303754266212
01129,Crans,0,8412,5594,0,0,14006,204404.47,218410.47,757.0535925925926,808.9276666666667
01130,Bresse Vallons,0,27787,1116,0,0,28903,814729.31,843632.31,566.1774218207089,586.2628978457262
01133,Cressin-Rochefort,0,5857,0,0,0,5857,399076.75,404933.75,1010.3208860759494,1025.1487341772151
01134,Crottet,0,23699,0,220484,0,244183,604110.19,848293.19,342.46609410430835,480.8918310657596
01135,Crozet,0,39998,0,0,0,39998,1804416.9,1844414.9,832.679695431472,851.1374711582833
01136,Cruzilles-lès-Mépillat,0,19490,5117,0,0,24607,464495.89,489102.89,543.9061943793911,572.7200117096019
01138,Culoz,0,55754,0,0,0,55754,3606228.24,3661982.24,1168.1983284742469,1186.2592290249434
01139,Curciat-Dongalon,0,13424,4668,0,0,18092,260705.78000000003,278797.78,570.4721663019694,610.0607877461707
01140,Curtafond,0,15312,0,0,0,15312,438540.47,453852.47,562.9531065468549,582.6090757381257
01141,Cuzieu,0,8249,4807,0,0,13056,249472.53999999998,262528.54,582.8797663551402,613.3844392523364
01142,Dagneux,0,43974,0,-62615.55,0,-18641.550000000003,3401875.96,3383234.41,755.6365970679698,751.4958707241226
01143,Divonne-les-Bains,0,0,0,0,0,0,19540029.03,19540029.03,2086.272584881486,2086.272584881486
01144,NA,0,19949,0,0,0,19949,409232.45,429181.45,454.70272222222223,476.8682777777778
01145,Dompierre-sur-Veyle,0,27026,0,0,0,27026,645583.39,672609.39,539.3344945697578,561.9126065162908
01146,Dompierre-sur-Chalaronne,0,20512,9504,0,0,30016,230229.34,260245.34,540.4444600938967,610.9045539906103
01147,Domsure,0,15153,6927,0,0,22080,306629.53,328709.53,632.2258350515465,677.7516082474227
01148,Dortan,0,31246,0,0,0,31246,1472565.78,1503811.78,774.2196529968454,790.6476235541535
01149,Douvres,0,12618,0,-11615,0,1003,603150.5,604153.5,569.0099056603774,569.9561320754717
01150,Drom,0,6255,854,0,0,7109,157555.06,164664.06,688.0133624454148,719.0570305676856
01151,Druillat,0,21220,0,0,0,21220,636898.48,658118.48,542.9654560954816,561.0558226768968
01152,Échallon,0,23327,0,0,0,23327,626835.53,650162.53,799.5351147959184,829.2889413265307
01153,Échenevex,0,36530,0,0,0,36530,2471817.42,2508347.42,1097.60986678508,1113.8310035523978
01154,NA,0,0,0,0,0,0,1463823.37,1463823.37,1742.6468690476192,1742.6468690476192
01155,Évosges,0,7298,3123,97,0,10518,250568.17,261086.17,1704.54537414966,1776.0963945578233
01156,Faramans,0,14248,0,-7866,0,6382,399717.11,406099.11,504.6933207070707,512.7514015151515
01157,Fareins,0,34325,0,0,0,34325,1423306.95,1457631.95,637.9681532944868,653.3536306588974
01158,Farges,0,23133,0,0,0,23133,807850.5,830983.5,818.4908814589666,841.9285714285714
01159,Feillens,0,96735,0,0,0,96735,1825589.59,1922324.59,547.2390857314149,576.2363878896883
01160,Ferney-Voltaire,0,0,0,0,0,0,13201350.54,13201350.54,1382.1956381530729,1382.1956381530729
01162,Flaxieu,0,2292,0,0,0,2292,111905.12,114197.12,1721.6172307692307,1756.8787692307692
01163,Foissiat,0,43879,14414,0,0,58293,1046394.8200000001,1104687.82,506.7287263922519,534.9577820823245
01165,Francheleins,0,29741,0,0,0,29741,541994.65,571735.65,350.8055987055016,370.0554368932039
01166,Frans,0,30150,26287,0,0,56437,1248802.2,1305239.2,555.0232,580.106311111111
01167,Garnerans,0,15677,2695,0,0,18372,326696.52,345068.52,479.02715542522,505.96557184750736
01169,Genouilleux,0,11180,6905,0,0,18085,294818.52,312903.52,496.32747474747475,526.7736026936027
01170,Béard-Géovreissiat,0,14879,0,0,0,14879,659373.04,674252.04,632.188916586769,646.4544966442953
01171,Géovreisset,0,12062,0,0,0,12062,531077.38,543139.38,556.1019685863874,568.732335078534
01173,Gex,191799,335351,0,0,0,527150,13789667.81,14316817.81,1204.0223356325853,1250.0495774033004
01174,Giron,0,9445,0,0,0,9445,597913.33,607358.33,3321.740722222222,3374.212944444444
01175,Gorrevod,0,16653,10769,0,0,27422,467281.41,494703.41,541.4616570104287,573.2368597914252
01177,Grand-Corent,0,6431,0,0,0,6431,148870.94,155301.94,809.081195652174,844.0322826086957
01179,Grièges,0,28906,0,0,0,28906,894706.56,923612.56,456.71595712098014,471.4714446145993
01180,Grilly,0,7917,0,0,0,7917,779194.44,787111.44,967.943403726708,977.7781863354037
01181,Groissiat,0,14373,0,0,0,14373,1214554.01,1228927.01,997.1707799671593,1008.9712725779967
01183,Guéreins,0,20127,2308,0,0,22435,858137.64,880572.64,591.4111922811854,606.8729427980703
01184,Hautecourt-Romanèche,0,21156,0,0,0,21156,339529.18,360685.18,416.089681372549,442.0161519607843
01185,Plateau d'Hauteville,0,224641,63110,-48766,0,238985,3485709.73,3724694.73,882.0115713562753,942.4834843117409
01186,NA,0,5841,2413,92,0,8346,230957.61,239303.61,2624.5182954545453,2719.3592045454543
01187,Haut Valromey,0,97972,9178,0,0,107150,1198095.89,1305245.89,1634.5100818553888,1780.6901637107776
01188,Illiat,0,19006,1859,0,0,20865,372313.76,393178.76,599.5390660225443,633.1380998389694
01189,Injoux-Génissiat,0,0,0,0,0,0,2538275.42,2538275.42,2154.7329541595923,2154.7329541595923
01190,Innimond,0,6953,3840,-848,0,9945,223901.2,233846.2,1881.5226890756303,1965.094117647059
01191,Izenave,0,9164,0,0,0,9164,172633.12,181797.12,969.8489887640449,1021.3321348314606
01192,Izernore,0,0,0,0,0,0,2994796.15,2994796.15,1270.5965846414933,1270.5965846414933
01193,Izieu,0,10118,0,0,0,10118,179677.76,189795.76,771.1491845493563,814.5740772532189
01194,Jassans-Riottier,0,79450,38058,0,0,117508,4894157.16,5011665.16,771.3407659574468,789.8605453112688
01195,Jasseron,0,83435,0,0,0,83435,959772.16,1043207.16,545.3250909090909,592.7313409090909
01196,Jayat,0,22750,0,0,0,22750,646589.24,669339.24,567.681510096576,587.6551712028095
01197,Journans,0,4863,0,0,0,4863,275754.88,280617.88,747.3031978319783,760.4820596205963
01198,Joyeux,0,9541,0,-3401,0,6140,223346.73,229486.73,797.6668928571429,819.5954642857143
01199,Jujurieux,0,109939,0,0,0,109939,1292111.57,1402050.57,579.1625145674585,628.4404168534289
01200,Labalme,0,4943,1353,0,0,6296,158568.87,164864.87,747.9663679245283,777.6644811320755
01202,Lagnieu,0,200499,0,-103827,0,96672,5661171.96,5757843.96,796.899206081081,810.5073141891892
01203,Laiz,0,23336,7516,0,0,30852,774995.87,805847.87,633.684276369583,658.9107686017988
01204,Le Poizat-Lalleyriat,0,33992,2096,0,0,36088,814409.53,850497.53,1137.4434776536314,1187.845712290503
01205,NA,0,20663,17218,0,0,37881,967338.44,1005219.44,906.5964761012183,942.0988191190253
01206,Lantenay,0,10849,0,0,0,10849,269390.56,280239.56,1005.1886567164179,1045.67
01207,Lapeyrouse,0,8823,0,0,0,8823,262018.93,270841.93,755.0977809798271,780.5242939481268
01208,Lavours,0,0,0,0,0,0,179507.67,179507.67,1255.2983916083917,1255.2983916083917
01209,Léaz,0,14167,0,0,0,14167,698056.2,712223.2,995.8005706134094,1016.0102710413694
01210,Lélex,0,13439,19683,0,0,33122,738252.67,771374.67,3076.052791666667,3214.061125
01211,Lent,0,28828,0,0,0,28828,838763.22,867591.22,578.0587319090282,597.9264093728463
01212,Lescheroux,0,22507,13691,0,0,36198,465648.4,501846.4,644.9423822714682,695.0781163434904
01213,Leyment,0,19019,0,-14198,0,4821,909970.2,914791.2,719.9131329113924,723.7272151898734
01214,Leyssard,0,6955,0,0,0,6955,122657.67,129612.67,781.2590445859872,825.5584076433121
01215,Surjoux-Lhopital,0,4085,1044,0,0,5129,136610.69,141739.69,2732.2138,2834.7938
01216,Lhuis,0,66979,17996,-5907,0,79068,960335.03,1039403.03,1062.317511061947,1149.7821128318585
01218,NA,0,4448,1923,0,0,6371,120303.38,126674.38,1191.1225742574259,1254.2017821782179
01219,Lompnas,0,16870,7592,-658,0,23804,276843.89,300647.89,1647.8802976190477,1789.5707738095239
01221,NA,0,11397,0,0,0,11397,159383.57,170780.57,1373.9962931034484,1472.2462931034484
01224,Loyettes,0,38957,0,-38745,0,212,2729645.03,2729857.03,856.4935770316912,856.56009727016
01225,Lurcy,0,8574,2341,0,0,10915,208705.9,219620.9,515.3232098765432,542.2738271604939
01227,Magnieu,0,4633,0,0,0,4633,459754.95,464387.95,980.2877398720683,990.1662046908316
01228,Maillat,0,0,0,0,0,0,870756.57,870756.57,1315.3422507552868,1315.3422507552868
01229,Malafretaz,0,18846,2129,0,0,20975,572376.15,593351.15,489.2103846153846,507.1377350427351
01230,Mantenay-Montlin,0,10821,3716,0,0,14537,209610.96,224147.96,661.2333123028391,707.091356466877
01231,Manziat,0,27289,0,0,0,27289,1160704.14,1187993.14,571.7754384236453,585.2182955665024
01232,Marboz,0,94642,0,0,0,94642,1893788.52,1988430.52,842.432615658363,884.5331494661922
01233,Marchamp,0,6810,4404,-902,0,10312,211742.1,222054.1,1592.0458646616542,1669.5796992481203
01234,Marignieu,0,3676,0,0,0,3676,148462.31,152138.31,829.3983798882681,849.9346927374302
01235,Marlieux,0,50607,15476,0,0,66083,713437.64,779520.64,639.2810394265233,698.4951971326165
01236,Marsonnas,0,23780,3219,0,0,26999,502259.44999999995,529258.45,500.7571784646061,527.6754237288135
01237,Martignat,0,27277,0,0,0,27277,1598127.06,1625404.06,976.2535491753207,992.916346976176
01238,Massieux,0,31609,0,0,0,31609,1668072.41,1699681.41,656.2047246262784,668.6394217151849
01239,Massignieu-de-Rives,0,11146,0,0,0,11146,548854.74,560000.74,844.3919076923077,861.5396
01240,Matafelon-Granges,0,17199,0,0,0,17199,572500.11,589699.11,855.7550224215246,881.4635426008969
01241,Meillonnas,0,93773,18724,0,0,112497,990559.5,1103056.5,744.7815789473684,829.3657894736842
01242,Mérignat,0,5315,408,0,0,5723,119180.26,124903.26,923.877984496124,968.2423255813953
01243,Messimy-sur-Saône,0,18272,0,0,0,18272,731348.56,749620.56,581.8206523468576,596.3568496420048
01244,Meximieux,0,291559,0,0,0,291559,6150259.6,6441818.6,799.5657306292251,837.4699167966718
01245,Bohas-Meyriat-Rignat,0,18646,0,0,0,18646,351569.05,370215.05,385.91553238199776,406.3831503841932
01246,Mézériat,0,75691,0,0,0,75691,1165659,1241350,535.9351724137931,570.735632183908
01247,Mijoux,0,12033,7129,0,0,19162,908605.25,927767.25,2516.9120498614957,2569.992382271468
01248,Mionnay,0,37876,43592,0,0,81468,1260089.19,1341557.19,579.6178426862925,617.0916237350506
01249,Miribel,0,88217,0,0,0,88217,9774428.17,9862645.17,1025.002954068792,1034.2538978607383
01250,Misérieux,0,56934,0,0,0,56934,832652.11,889586.11,394.6218530805687,421.6047914691943
01252,Mogneneins,0,18954,14180,0,0,33134,407764.35,440898.35,504.65884900990096,545.6662747524753
01254,Montagnat,0,27852,12265,0,0,40117,1118268.67,1158385.67,568.225950203252,588.6106046747967
01255,Montagnieu,0,9743,0,-5435,0,4308,548638.28,552946.28,918.9920938023452,926.2081742043551
01257,Montanges,0,13324,0,0,0,13324,460088.27,473412.27,1310.7927920227921,1348.752905982906
01258,Montceaux,0,23295,0,0,0,23295,499981.99,523276.99,400.62659455128204,419.29245993589745
01259,Montcet,0,12123,5375,0,0,17498,336378.83,353876.83,496.13396755162245,521.9422271386431
01260,Le Montellier,0,7390,0,-3540,0,3850,301770.6,305620.6,1073.9167259786475,1087.617793594306
01261,Monthieux,0,13962,3555,0,0,17517,426614.55,444131.55,625.5345307917888,651.2192815249267
01262,Montluel,0,84739,0,0,0,84739,5609858.38,5694597.38,785.6944509803922,797.5626582633053
01263,Montmerle-sur-Saône,0,227265,72334,0,0,299599,2597888.03,2897487.03,670.0768712922362,747.3528578798039
01264,Montracol,0,21438,2686,0,0,24124,473615.67,497739.67,458.4856437560503,481.83898354307837
01265,Montréal-la-Cluse,0,62877,0,0,0,62877,4273006.38,4335883.38,1227.5226601551278,1245.5855731111749
01266,Montrevel-en-Bresse,0,104997,0,0,0,104997,1515237.45,1620234.45,606.5802441953563,648.6126701361088
01267,Nurieux-Volognat,0,25126,0,0,0,25126,950245.31,975371.31,904.1344529019982,928.0412083729782
01268,Murs-et-Gélignieux,0,0,0,0,0,0,389129.6,389129.6,1508.2542635658913,1508.2542635658913
01269,Nantua,0,122355,0,0,0,122355,3743600.97,3865955.97,1012.8790503246754,1045.983758116883
01272,Neuville-les-Dames,0,33284,29689,0,0,62973,989350.81,1052323.81,654.765592322965,696.4419655857049
01273,Neuville-sur-Ain,0,25895,0,0,0,25895,936691.43,962586.43,557.5544226190476,572.9681130952381
01274,Les Neyrolles,0,9581,0,0,0,9581,539280.51,548861.51,828.3878801843318,843.1052380952381
01275,Neyron,0,22373,0,0,0,22373,1712238.35,1734611.35,682.7106658692186,691.6313197767146
01276,Niévroz,0,16610,0,0,0,16610,920029.97,936639.97,586.0063503184713,596.5859681528663
01277,Nivollet-Montgriffon,0,4206,3663,-601,0,7268,197308.98,204576.98,1630.6527272727274,1690.7188429752066
01279,Oncieu,0,9244,3634,-431,0,12447,187696.04,200143.04,1935.0107216494846,2063.330309278351
01280,Ordonnaz,0,8450,2691,-1305,0,9836,271423.43,281259.43,1707.0655974842766,1768.9272327044025
01281,Ornex,0,51300,0,0,0,51300,3702230.76,3753530.76,837.2299321573948,848.8310176390773
01282,Outriaz,0,0,0,0,0,0,260672.99,260672.99,976.3033333333333,976.3033333333333
01283,Oyonnax,3682922,0,84311,0,0,3767233,25962889.23,29730122.23,1124.6649005847953,1287.8545475416938
01284,Ozan,0,13103,10562,0,0,23665,342929.42,366594.42,508.7973590504451,543.9086350148368
01285,Parcieux,0,16112,0,0,0,16112,601774.87,617886.87,502.73589807852966,516.1962155388471
01286,Parves et Nattages,0,26476,0,0,0,26476,562138.28,588614.28,586.1713034410845,613.779228362878
01288,Péron,0,121231,0,0,0,121231,2185761.42,2306992.42,861.5535750886874,909.3387544343713
01289,Péronnas,0,73128,0,0,0,73128,5509270.3,5582398.3,848.4938087170799,859.7563991991375
01290,Pérouges,0,21354,0,-17497,0,3857,1117701.1,1121558.1,906.4891321978914,909.6172749391728
01291,Perrex,0,16216,0,0,0,16216,455754.31,471970.31,561.9658569667077,581.960924784217
01293,Peyriat,0,6759,0,0,0,6759,131234.75,137993.75,717.129781420765,754.0642076502733
01294,Peyrieu,0,14301,0,0,0,14301,771534.79,785835.79,904.4956506447832,921.261184056272
01295,Peyzieux-sur-Saône,0,32430,6399,0,0,38829,275212.13,314041.13,421.45808575803983,480.9205666156202
01296,Pirajoux,0,12709,779,0,0,13488,361133.72,374621.72,898.3425870646765,931.8948258706467
01297,Pizay,0,12834,0,0,0,12834,412722.71,425556.71,543.7716864295126,560.6807773386034
01298,Plagne,0,3553,0,0,0,3553,185670.8,189223.8,1473.5777777777778,1501.7761904761903
01299,Le Plantay,0,14574,12175,0,0,26749,350311.32,377060.32,646.3308487084871,695.6832472324724
01301,Polliat,0,36178,0,0,0,36178,1698865.76,1735043.76,665.1784494909945,679.3436805011746
01302,Pollieu,0,4278,0,0,0,4278,154798.76,159076.76,943.8948780487806,969.980243902439
01303,Poncin,0,72486,0,0,0,72486,1592456.22,1664942.22,925.8466395348837,967.9896627906977
